29,1,2,1,4,1,5,7
0,33,11,1,0,0,2,3
0,12,27,0,1,3,0,7
4,8,2,22,9,1,3,1
0,5,6,6,20,5,1,7
3,1,9,2,2,29,1,3
6,0,2,1,6,7,26,2
0,8,7,1,1,2,0,31
