29,2,2,0,3,3,5,6
0,26,8,8,1,2,0,5
0,7,25,0,1,5,3,9
2,3,1,34,10,0,0,0
0,2,1,19,16,7,5,0
2,0,6,1,4,30,5,2
4,1,1,1,8,8,24,3
6,4,9,1,2,4,1,23
