42,0,1,1,3,0,3,0
0,32,5,5,3,1,0,4
1,1,28,1,0,4,3,12
0,0,0,39,9,1,0,1
0,1,2,15,24,4,4,0
0,0,3,3,0,39,2,3
4,1,1,2,3,7,30,2
2,3,9,1,1,6,1,27
