44,0,0,3,2,0,0,1
1,24,6,12,4,0,2,1
2,1,32,0,2,3,1,9
1,1,0,39,8,0,0,1
1,3,2,11,26,2,4,1
0,0,2,2,1,38,2,5
3,1,2,1,4,10,29,0
2,2,8,2,1,7,4,24
