40,0,1,1,3,1,1,3
1,34,3,7,2,0,0,3
1,2,27,0,0,5,2,13
0,0,1,41,6,0,1,1
0,1,2,15,24,2,6,0
2,0,5,2,0,34,3,4
6,1,1,0,3,8,28,3
0,4,12,1,1,5,4,23
