30,1,2,1,4,3,5,4
0,29,6,5,3,2,1,4
0,7,26,2,0,4,2,9
3,2,1,33,10,0,1,0
0,4,0,17,18,7,2,2
3,0,5,2,4,28,3,5
4,1,2,1,9,7,24,2
4,5,7,2,3,4,0,25
